  Mar. 27  *   46.0        16.0         20.9         9.1       0.0    80.4      -34.4        44.0         50.4            2416.5
  Mar. 26  *   62.4        23.9         26.3        12.2       0.0    16.0       46.4        66.6         58.3            2484.6
  Mar. 25  *   69.6        26.6         29.1        14.0       0.0     0.0       69.6        70.5         58.1            2392.8
  Mar. 24  *   66.9        23.9         29.1        14.0       0.0     0.4       66.6        67.8         55.2            2255.0
  Mar. 23  *   71.7        26.6         29.3        15.8       0.0     0.0       71.7        63.7         52.4            2123.2
  Mar. 22      78.8        29.2         32.0        17.6       0.0     0.0       78.8        56.9         48.9            1981.3
  Mar. 21      65.8        23.9         26.7        15.2       0.0     0.0       65.8        50.0         43.9            1825.3
  Mar. 20      56.2        21.2         21.6        13.4       0.0     0.0       56.2        45.8         19.2            1695.1
  Mar. 19      46.3        15.9         18.8        11.6       0.0     0.0       46.3        42.6         17.5            1583.9
  Mar. 18      42.4        15.9         16.1        10.3       0.0     5.1       37.3        41.1         17.3            1492.2
  Mar. 17      44.5        15.9         16.5        12.1       0.0     0.0       44.5        40.9         18.0            1418.3
  Mar. 16      44.6        15.9         16.5        12.2       0.0     0.0       44.6        37.8         17.0            1330.1
  Mar. 15      42.1        15.9         14.0        12.2       0.0     1.6       40.5        -7.4         15.5            1241.9
  Mar. 14  *   38.7        13.3         13.9        11.5       0.0     0.0       38.7        -7.6         14.2            1161.7
  Mar. 13      36.2        13.3         11.4        11.6       0.0     0.0       36.2        -6.5         14.3            1085.1
  Mar. 12      29.0        10.7          8.6         9.7       0.0     0.0       29.0        -4.9         14.7            1013.3
  Mar. 11      26.9        10.7          8.3         7.9       0.0   208.4     -181.5        -3.8         13.1             955.9
